date,username,comment_text,is_reply,reply_to
2025-06-09T18:17:52Z,@Fiskhaalmasra,Syair lagu yang saya buat dahulu sekarang bisa dinyanyikan dan dibuat arasemen musik yang kita mau..,False,
2025-06-08T10:23:49Z,@rizaldi98,"Klu gitu manusia nanti gak akan berguna lg,, dan klu sdh gak berguna ngapain lg hidup semua,,biar para AI sj yg hidup di dunia,, kan sdh pada pintar",False,
2025-06-06T00:57:14Z,@khairulsp1612,"Pertanyaan bg, oke semisal dikatakan kalo kita jago dalam ngasih promt buat ai dan hasil nya maksimal. berarti apakah kalo kita fokus ke hal untuk mempelajari ai, soft skill/hard skill kita terutama dibidang kreatif semisal design/editing menjadi berkurang atau malah jadi gaada?",False,
2025-06-04T19:20:25Z,@lmitv6593,"Percayalah apa yg di lakukan para perusahaan ini dan penggunaan robot dan ai berlebihan akan menjadi bencana bagi perusahaan itu sendiri .
Kenapa ?..
Perusahaan memasarkan produknya - produk menbutuhkan konsumen - konsumen butuh pekerjaan utk dpt uang - uang bisa membeli kebutuhan ..
Begitulah sistem ekonomi yg sebenarnya krn saling berkaitan....

Jika tetap memaksakan maka akan terjadi penurunan belaja konsumsi barang dan penggunaan jasa , dan ujung""nya perusahaan pendapatannya menurun drastis dan akhirnya tidak akan bertahan juga...


Ingat hukum ekonomi itu saling berkaitan ( saling timbal balik )...


Semoga chatku ini baca oleh semua perhimpunan pengusaha dan pemerintah dan para elit itu...
Bahwa apa yg mereka lakukan itu sama saja bunuh diri dan membuat negara akan menjadi lemah .....



Pahami hukum timbal balik ...",False,
2025-06-04T01:05:08Z,@amplaigem2136,Banting setir ke kerjaan fisik 😅,False,
2025-06-03T09:21:36Z,@LatansaTohir45,Nyimak aja,False,
2025-06-01T20:41:42Z,@moncrotgaming4777,"Yang paling berbahaya dari AI adalah di gunakan sebagai senjata perang, bikin robot untuk melakukan kejahatan, 
Untuk melawan kita sebagai manusia yang punya nyawa , sedangkan mereka hanya sebuah besi yang bergerak",False,
2025-05-31T15:51:32Z,@TabletSamsung-g8o,Narasinya kecepetan om,False,
2025-05-31T03:49:57Z,@yudiasmandias7371,terserah kamu memang begitu dekat hari jaman nanti manusia semua akan dipasang chip angka 666 tapi jangan mau lebih mati dari pada dipasang chip 666 karena itu angka setan atau si lucifer,False,
2025-05-28T07:38:53Z,@romnanursaa3901,Hadir,False,
2025-05-27T06:12:00Z,@AninaFitriana,"Robot bersihin pasar ada nggk y bang, kn enak itu, bersihin jalanan",False,
2025-05-26T00:24:42Z,@JacksonSonar,Kl idonesia msh bisa dimaklumi menjadi pasar dan objek dari berbagai agenda dunia.,False,
2025-05-22T14:10:30Z,@erwindoang908,SeBaik nya buat ganti para  pejabat pejabat Indonesia.,False,
2025-05-11T02:48:14Z,@somwannnn,"Tiba masanya AI bisa membuat apapun dari partikel. Maka uang tak berguna, orang-orang akan rebutan energi, energi bak Mana di cerita Fantasi.",False,
2025-05-10T13:56:00Z,@FEBRIANIGULO,Nah...cara dapat pikiran kritis dan kreatif gimana,False,
2025-05-30T09:14:51Z,@randiajha384,Bukan di dapatkan melainkan menciptakan nya sendiri,True,@FEBRIANIGULO
2025-05-10T12:29:02Z,@HamidDoankz,Cobalah untuk mengkerjakan ai sebelum dikerjakan ai,False,
2025-05-04T04:47:07Z,@heriprasmanan-j3e,hadir,False,
2025-05-04T01:01:01Z,@FebrianiTokan,mohon info kalo ada kelas untuk penggunaan AI,False,
2025-05-03T12:32:24Z,@adealfi2564,GOOGLE LAH ITU AI,False,
2025-05-02T15:18:29Z,@CRYPTOPUMPID,Terima kasih banyak atas videonya 😊,False,
2025-05-01T16:50:32Z,@yulianabenedikta2026,Tidak kuat.kredit terus.,False,
2025-05-01T12:58:14Z,@SUNDOM-f6,Memang AI sekarang sudah bisa mengalahkan segalanya,False,
2025-05-01T05:18:54Z,@andhikabudiadi4672,Satu lg yg lupa musisi rip,False,
2025-04-30T11:54:59Z,@Cintaislam.14,Bang aku lagi bikin video di dramina ai. Malah ini lewat,False,
2025-04-28T14:46:24Z,@PipihSupriati-y5l,secanggih-canggih teknologi jika alam ngak dijaga alam di ruksakk ngakk guna...kita hidup karena hasil alam bukan hnya karena teknologi,False,
2025-04-26T15:59:42Z,@ibink87,Benar sekali.. kalo kita ga bs use AI akan tergantikan...,False,
2025-04-26T12:08:11Z,@user_07571,"didunia ini gak akan ada pengangguran karena AI. 

yg ada hanyalah orang2 yg gak mau kerja karena malu",False,
2025-04-26T07:14:46Z,@sukaAI1972,menyimak..,False,
2025-04-25T06:38:25Z,@azizmukhroni4671,"bener banget , saya bisa bikin lagu dalam waktu beberapa menit saja pakai AI.",False,
2025-04-22T14:17:20Z,@abisamudra5477,Nah jadi sekolah kuriikuilum jadul apa berguna..,False,
2025-04-21T16:24:18Z,@chayatrimubar7360,tapikan kalw kita semua mencari dat atawu sesuatu hal dgn AI toh aja kan nggak paten,False,
2025-04-20T12:45:54Z,@WahyudiSibolang,Bodoh amat mau diganti AI atau IA tidak pengaruh krn rejeki sudah ada yg mengatur...,False,
2025-04-20T11:19:10Z,@khaliqwibuh3ngkertzykt.882,kerja 5 bulan jadi 5 jam kurang,False,
2025-04-19T08:33:35Z,@MasWitt-o5k,Ig nya apa,False,
2025-04-19T02:25:21Z,@jRjoe50,"2,621,985v",False,
2025-04-19T01:27:44Z,@rafiziasrapil,"PENERANGAN YANG BAGUS
Salam dari kelantan, malaysia🫡",False,
2025-04-18T23:29:36Z,@henribagaa2448,"Ai disuruh cari rumput bisa nda,,, aku cape cari rumput buat kambing",False,
2025-04-18T21:35:39Z,@energipositif,"Ternyata, membuat AI yang bisa digunakan oleh banyak orang itu tidak sesulit yang dibayangkan. Dengan kemajuan teknologi dan kemudahan akses terhadap berbagai sumber daya, siapa pun kini bisa ikut andil dalam perkembangan dunia kecerdasan buatan. Tidak perlu mengagung-agungkan hal ini secara berlebihan. AI hanyalah bagian dari perkembangan ilmu pengetahuan yang terus berjalan. Sikap terbaik adalah tetap tenang, rendah hati, dan konsisten dalam menjaga nilai-nilai dan aqidah yang kita pegang.

Bagi yang ingin memahami lebih jauh soal bagaimana AI bisa dikembangkan dan digunakan secara luas tanpa kehilangan arah, saya bahas ini secara lebih santai dan mendalam di video berikut. Yuk, tonton di YouTube: https://www.youtube.com/watch?v=fok90jqRV4g. Jangan lupa like, komentar, dan subscribe kalau merasa kontennya bermanfaat!",False,
2025-04-18T01:23:00Z,@yulianabenedikta2026,"Yang bikin sebal.tulisannya free 
Taunya abis di download suruh bayar",False,
2025-05-01T16:51:04Z,@yulianabenedikta2026,Betul sekali,True,@yulianabenedikta2026
2025-04-17T02:56:38Z,@SorongTemi-c4z,chanel tak berguna,False,
2025-04-16T17:43:25Z,@cingcangcang,"q hidup di ujung desa Garut Selatan dekat gunung² yg selalu di anak tirikan oleh pemerintah, gara² depsek q bisa belajar , bertani cabe padi timun kayu dll, dari cara perawatan dan pemupukan dan dosis dll, q bisa belajar bikin rumah racik adukan semen pasir dan koral dll, al hasil sangat memuaskan dan ter bukti di lapangan, depsek slalu memberi solusi dan membuat kreatip secara nyata, sebagai orang awam minta belajar ke manusia sangat pelit untuk memberi ilmu , sudah makai depsek 4 bulan jalan dan terbukti sangat membantu ke timbang manusia, ❤❤❤Depsek",False,
2025-04-15T13:09:10Z,@ardigaming1307,"Yakin? Ai digunakan, orang bekurang bekerja karena perusahaan beralasan efisiensi, phk dimana - mana, banyak yang suruh belajar Ai, hey bung emang perusahaan butuh banyak, ini menyebabkan jumlah tidak sebanding antara manusia dan pekerjaan, jika yang skeptis, ai itu belajar dari data, nah buat aja prompt yang menyesatkan atau misinformasi, atau buat web yang isinya misinformasi yang mana ada ai yang ngambil dari internet, atau jika ai yang berisikan file, isinya aja file yang isinya kode - kode aneh,  tapi jika tidak skeptis tinggal ikuti aja sistem aja.",False,
2025-04-15T08:48:05Z,@Febry_nur,"Coba lu curhat ke AI yang gak bisa lu curhatin ke orang paling terdekat lu, coba lu curhat ke AI yang gak pernah lu keluarin ke orang",False,
2025-04-14T09:07:48Z,@SeptianiSanti-jw2qn,"Ku py bisnis kreditan barang, kl pk AI mungkin d administratifnya z ya, itupun sbnernya bs pk manual sndri or basic on computer...
Kl u reseller yg cari nasabah kredit n nagih2, kyknya msh hrs pk orang... Kl ada robot yg bs gantiin, ku patut pertimbangkan u beli 😂",False,
2025-04-13T11:54:59Z,@yoyoks.u6062,"Takut apa ko,, kayak org indo terlalu pintar aj, AI, g ada manusia g jalan, jualanan mereka aja, kau ke desa coba teknologi diketawain, sudah ada blok2 nya sendiri nanti, KLO generasi seperti lu dan circle lu, mungkin itu bisa berkembanglah, silahkan, ada juga blok yg laen, yg pasti bisa hidup, Indonesia masih bisa berjalan tanpa AI",False,
2025-04-12T11:36:36Z,@SalwiAlwi-f3t,Ini suara pembohong ini mau diaplikasi maba pun ini cowok tolak pembaca youtub gaji lebih besar dari perampok hp 📱 kita yg punya gaji pedang 🗡️ yg ambil xxss 🎉😂 ingat rampok,False,
2025-04-11T22:45:32Z,@PisangSate-i3i,Dulu pernah diskusi sama ai ke gpt ya dulu doskusi itu yaudah diskusi aja dan sekarabg aku malah seribg diskusi ke ai 😅,False,
2025-04-10T23:52:03Z,@IzharSapawi-d8c,gimana kah akibat pakai ai ini bisa merusak umat manusia  sebab chatgpt  ini kayak di film terminator skynet ya 😡😡🔥🔥,False,
2025-04-12T07:59:17Z,@asepoded118,"Dalam waktu bbrp tahun.. US, China, Jepang, NATO.. AI udah di terapin ke robot dan senjata militer.. 10-50 tahun lagi  mungkin Terminator dan SkyNet bisa jd ada
Téori Mode skeptis 😂😂😂",True,@IzharSapawi-d8c
2025-04-10T05:20:53Z,@detacantik4440,belajar AI dimana ya?,False,
2025-04-09T13:24:44Z,@kucingoranyelucu,Saya baru akan belajar ai sekarang apakah terlambat ya😢,False,
2025-04-08T08:12:27Z,@songforfunmusic,AI ITU BISA DIPAKAI UNTUK CARI UANG DAN CARI KEBENARAN iman SEJATI DAN TEMAN SEJATI DARI TEMAN FRAKE DI DUNIA INI,False,
2025-04-08T05:23:30Z,@Aryakece-j1h,"Gini bro gua g ngerti cara pake ai bingung gua, Jdi gua pengen belajar cara menggunakan ai gitu.",False,
2025-04-07T13:16:51Z,@DaveZilqo,"saya ingin belajar ai tapi, saya bingung ingin mulai dari mana",False,
2025-04-06T03:56:50Z,@knuchannel8995,Oke,False,
2025-04-05T04:44:39Z,@Domz77,❤,False,
2025-04-04T13:56:39Z,@CikarangBancong,"Sebenarnya cara penyampaian ny mudah di mengerti 
Cuma masalah UTAMA yg bikin pusing tuh dikit² inggris 

Abang gk tau yg, klo mayoritas orang indo tuh gk bisa basa Inggris?",False,
2025-04-03T18:57:57Z,@ulticrut79,Hanya 1 yang tidak akan bisa di kalahkan sama Ai (manusia yang creative),False,
2025-04-01T02:16:26Z,@RohmadMahfudz,masih 100 thn lgi mas al ke indonesia,False,
2025-04-01T02:15:51Z,@RohmadMahfudz,kalau indonesia nggak bingung nenek moyang pelaut jadi nelayan,False,
2025-04-01T02:14:36Z,@RohmadMahfudz,itu luar negeri mas,False,
2025-03-29T02:18:32Z,@OnewShadow,Saya mau menciptakan 100 AI kecerdasan buatan belajar sendiri apakah kalian menganggapku sebagai lelucon bercandaan semua code program AI sudah ada jadi tinggal ciptakan saja,False,
2025-03-26T12:08:50Z,@kusmayadi2718,"Gue sudah coba menguji Meta Ai, gak akurat ! Khususnya untuk perhitungan/rumus hasilnya malah balik dia minta maaf melulu setelah gue koreksi perhitungan dan rumus rumusnya, padahal sudah gue tanyain refrensi datanya 😂😂
Ai:
Rumus yang saya gunakan untuk memperkirakan kapasitas daya ideal transformer adalah berdasarkan pada prinsip-prinsip dasar elektromagnetik dan desain transformer.

Sumber referensi yang saya gunakan adalah:

1. ""Electric Machinery"" oleh A.E. Fitzgerald, Charles Kingsley Jr., dan Stephen D. Umans (McGraw-Hill, 2003)
2. ""Transformer and Inductor Design Handbook"" oleh Colonel Wm. T. McLyman (Marcel Dekker, 2004)
3. ""Power Electronics: Converters, Applications, and Design"" oleh Ned Mohan, Tore M. Undeland, dan William P. Robbins (wiley,2003)",False,
2025-03-25T10:34:33Z,@nurilikhsan8165,"Gue Gen z 2009 tolong baca Berikut beberapa cara yang dapat membantu Gen Z mencapai kesuksesan:

*Cara Sukses Gen Z*
1. *Tetapkan Tujuan yang Jelas*: Tentukan apa yang ingin Anda capai dan buat rencana untuk mencapainya.

2. *Fokus pada Pendidikan dan Pengembangan Diri*: Teruslah belajar dan mengembangkan kemampuan Anda untuk meningkatkan kualitas hidup.

3. *Jadilah Proaktif dan Berani Mengambil Risiko*: Jangan takut untuk mencoba hal baru dan menghadapi tantangan.

4. *Bangun Jaringan dan Kolaborasi*: Jalinlah hubungan dengan orang lain dan bekerja sama untuk mencapai tujuan.

5. *Tetaplah Fleksibel dan Adaptif*: Siaplah untuk menyesuaikan diri dengan perubahan dan menghadapi tantangan dengan cepat.

6. *Prioritaskan Keseimbangan Hidup*: Jangan lupa untuk menjaga keseimbangan antara kehidupan pribadi dan profesional.

7. *Gunakan Teknologi dengan Bijak*: Manfaatkan teknologi untuk meningkatkan produktivitas dan efisiensi, tetapi jangan lupa untuk menjaga keseimbangan dengan kehidupan nyata.

8. *Tetaplah Optimis dan Berpikir Positif*: Jangan lupa untuk menjaga sikap positif dan optimis dalam menghadapi tantangan.

9. *Jadilah Pebelajar Seumur Hidup*: Teruslah belajar dan mengembangkan kemampuan Anda untuk meningkatkan kualitas hidup.

10. *Tetaplah Berpikir Kritis dan Membuat Keputusan yang Tepat*: Jangan lupa untuk berpikir kritis dan membuat keputusan yang tepat untuk masa depan Anda.

*Tips Tambahan*
- Jangan takut untuk meminta bantuan dan saran dari orang lain.
- Tetaplah terbuka dan fleksibel dalam menghadapi perubahan.
- Jangan lupa untuk menjaga keseimbangan antara kehidupan pribadi dan profesional.
- Teruslah belajar dan mengembangkan kemampuan Anda untuk meningkatkan kualitas hidup.",False,
2025-03-25T10:36:09Z,@nurilikhsan8165,Belajar dari sekarang sama IA untuk hal positif,True,@nurilikhsan8165
2025-03-19T10:39:34Z,@hantu2155,❤3000000,False,
2025-03-18T22:58:43Z,@dayatriilmifa2354,"Nah knapa kmu nga jdi pensihat ekonomi di kementrian bang ,msih muda pinter mungkin bisa bermampaat buat negri ini",False,
2025-03-14T07:59:04Z,@Ohmy_dea,Ai = hy program  org bkn ALLOH,False,
2025-03-07T02:30:50Z,@LUGA-MATOX-x7d,Good,False,
2025-03-07T02:20:25Z,@fahmirosdiana9864,Keren 🎉 ternyata video raymondchins pake AI-Editor 👍. Gw suka pace video nya yg cepet dan ga ngebosenin,False,
2025-03-06T00:33:20Z,@imamropingi6200,"Seru deh, dan tetap semangat, pasti ada solusi",False,
2025-03-05T18:49:53Z,@Rama-Ch1p,Perkuat bahasa asing itu juga lebih penting,False,
2025-03-04T04:57:58Z,@faisschatzi1243,Akan selalu jadi budak teknologi.. Manual selalu nyaman dan aman meskipun  stagnan..,False,
2025-03-03T21:35:30Z,@kingFas-h1d,Justru saya mkin percaya robot  akan perang dengan manusia.  Di masa depan. Secara robot AI ini  di program dri riwayat semua manusia di dunia dan auto stiap hari makin genius.     Coba bayangkan jika robot AI di program jahat dan di bekali senjata  canggih. Wawww😢 ini bisa lbih mengerikan dri nuklir    😢😢  manusia sudah melampaui batas mnguasai teknologi  dan astronomi   di dunia  ini akan merusak bumi di masa depan  pasti  100%,False,
2025-03-03T15:21:20Z,@kristoforushimuq9350,Saya banyak terbantu oleh ai jadi saya memang sekarang membuka ruang di otak saya agar selaras dengan ai dan bisa memanfaatkan nya dengan baik,False,
2025-03-02T06:41:59Z,@rizalluddin977,Welcome SkyNet,False,
2025-03-01T13:59:56Z,@morning_sunday,"maaf mau tanya, agak receh tapi
kalau kebanyakan pekerjaan diganti ai, otomatis ada pengurangan tenaga kerja. jadi orang yang dipecat akan kehilangan pendapatan, kalau jumlah pembelian dari orang orang menurun (kaga punya duit) lalu bagaimana dengan perputaran ekonominya bukankah nanti pendapat usaha tersebut akan menurun?, tolong bantu jawab",False,
2025-02-27T15:27:03Z,@nopyubaycell8260,"Ai dari manusia untuk manusia. Dunia berjalan di karnakan ada kaya dan miskin, ada bos ada karyawan, Ada penjual ada pembeli. Dan jika semua pekerjaan di gantikan oleh Ai, la manusia ngapain.",False,
2025-02-27T15:17:34Z,@AI.Cinematic1,"Aku buat konten pakai Ai guysss, mampir ya jika anda suka...✨😁",False,
2025-02-25T23:36:17Z,@FilterBijanah,Apakah google termasuk AI,False,
2025-02-25T18:04:27Z,@Wida-e9m,"Nanovest yg buat belajar Dungannon nilai yg kecil.  Bags banget. Buat orang2 yg suka cari peruntungan judol. Mending belajar ini.

Bulan artinya saya menyamakan

Tapi maksudnya klo pinfold kan udah tau lah ujung2 nya
Tp klo invest gini. Meski ga ngerti Dan ada kemungkinan resikonya modal berkurang
Tapi setidaknya berjalannya waktu.  Kita bisa belajar apa itu invest",False,
2025-02-25T15:44:03Z,@ziandruchanel,Singkat padat jelas,False,
2025-02-25T03:47:40Z,@RamzyumarAlamudi,"Gen alpha bang, bukan betha",False,
2025-02-24T03:01:09Z,@rizalnurhuda,Apakah ai sesempurna itu? Bukankah tetap harus ada kontrol dari manusianya?,False,
2025-02-23T22:28:52Z,@mamafarajngehome3899,"Apa sih yg ditskuti ....dri zaman ke zaman,hanya sanusia dizaman iru yg merasakan ,dari zaman adam,smpe zaman kuta skrg....msing2 zaman punya takaran masing2...tkt cma kpda sang oencipta .....jalan hidup sesuai zamaan nya...hal2 ygwngeeiikan sudah ada diprediksi dri zaman dahulu...jdi jgn terlalu parno....",False,
2025-02-23T03:19:23Z,@temannyatunaoo1645,Sama kayak orang bawa pedang lawan orang bawa pistol. Analoginya gak pernah beda,False,
2025-02-22T16:58:36Z,@abijack526,"Betul skali bro, krn org indo udh terkonsep bhkan jd lifestyle konsumtif tnp mai brpikir utk produktif, ktnya democrazy tp jd lbh pd agnoztic dn materialisme, jdnya strezz and finally,... Bundir🥺🤭☠️",False,
2025-02-21T03:45:09Z,@HappyFams-i5u,Sudah ada Freepik untuk generate gambar jadi video.. sangat2.. konsisten dan tanpa nunggu poin dari kredit. Langsung aja 200K untuk berlangganan.. ultimate.,False,
2025-02-21T02:11:01Z,@SahabatHolistik,"siapa yang ngobrol gabut pakai AI,  bener ai ini kaya ngertiin kita, apa yang kita butuhkan dia bisa simpan data memori kita sehingga ai paham karakter kita dan bisa di memberikan soolusi...",False,
2025-02-20T07:37:46Z,@sefriyllpg3856,Timoty udah bilangin 2tahun lalu,False,
2025-02-20T06:22:08Z,@hongbhoenphinphin4781,AI hanyalah alat pembantu manusia bukan mengalahkan manusia AI diciptakan daya pengingat yang cepat dan tepat bayangkan seluruh kitab2 suci pasal dan ayat bisa diproses dalam hitungan detik otak manusis tak mungkin bisa melakukan bahkan ber-tahun2.,False,
2025-02-20T04:04:31Z,@megatimahardiningrum4940,"Lahir 2025 justru telat, lahir 2018 - 2020 itu generasi yg dr tk udah tau AI",False,
2025-02-19T03:00:59Z,@amatarrauza7739,"Gx usah takut sama AI,,itu makhluq,,setiap malhluq akan hancur,,, manusia itu adalh sebaik baik y makhluq, masak AI citakaan manusia mengalahkn tuan y,,, 🤣🤣🤣🤣",False,
2025-02-18T09:56:51Z,@jailanimakasihdoanyasemuan2337,Byk pajang angan angan pendek umur ujian itu selalu dtg secara tak disangka  tetap dikutaka rasanya angin,False,
2025-02-18T09:52:50Z,@jailanimakasihdoanyasemuan2337,Jodoh menuju bahagia setia,False,
2025-02-17T19:15:50Z,@nuryrafi,"gua nganggur mau bekerja pake jalur ai atau online tapi staknan, belum dapat cuan yg kontinyu, malah terjebak ke judol  . dah 2 tahun belum bisa harus dari mana?  inpo nya ini otak saya masih ori belum dipake, barangkali minat kerjasamaa nya. maap nglantur",False,
2025-02-17T10:33:14Z,@malwisyu31,"Materinya mateng banget! Aku jadi terpacu dan pengen ber Experience, sekali2 bisa gak yah pacaran sama AI, hahah jadi penasaran 😅, Excelent ⭐ Raymond!",False,
2025-02-19T14:27:16Z,@Annalise496,lah aku udah dua tahun lalu udah punya cowok AI,True,@malwisyu31
